	logFC	AveExpr	t	P.Value	adj.P.Val	B	probe_id	symbol	change
BARD1	1.07075574255756	9.6203369977172	6.99837269199774	9.19233266996462e-08	1.2487550228774e-06	7.51690351487285	ILMN_2363392	BARD1	up
BARHL1	1.23240852957615	8.42102493058366	6.99668638154542	9.234252840287e-08	1.25356448578518e-06	7.51233475763151	ILMN_1795778	BARHL1	up
BARX1	1.78063639457579	10.4355745554686	6.9946765147586	9.28446981119048e-08	1.25860508307301e-06	7.5068890144513	ILMN_1714861	BARX1	up
BASP1-AS1	-1.95801599862206	8.10657793305172	-6.98803852502925	9.4522989870965e-08	1.27802214541668e-06	7.48890051268462	ILMN_1758825	BASP1-AS1	down
BATF	1.49943788850288	8.53295890144487	6.98796084481892	9.4542811027653e-08	1.27802214541668e-06	7.48868997881739	ILMN_1772359	BATF	up
BAZ2A	-1.9315323830881	8.37476813315238	-6.97433588369291	9.80854730329434e-08	1.32034440816074e-06	7.45175353988306	ILMN_1794829	BAZ2A	down
BAZ2B	1.15198840784687	11.3050918298261	6.97260293476647	9.85456154362599e-08	1.32561081016216e-06	7.44705431210697	ILMN_1669484	BAZ2B	up
BBS10	1.16244178138973	9.81738292960546	6.96744911301393	9.99270718396946e-08	1.33873150331009e-06	7.43307698175126	ILMN_1805466	BBS10	up
BBS12	-1.09092767913285	8.10620705954914	-6.96740650019665	9.99385755226292e-08	1.33873150331009e-06	7.43296140356697	ILMN_1681777	BBS12	down
BBS4	2.4145681938379	9.11474106349962	6.96363498939079	1.00962066502136e-07	1.35056071713149e-06	7.42273128009833	ILMN_1797744	BBS4	up
BBS5	-1.95890136831262	9.49336020149948	-6.96134025643806	1.0158999519858e-07	1.3580160859207e-06	7.41650619655055	ILMN_1713964	BBS5	down
BBS9	1.58911439916663	8.16225823704352	6.95762069463743	1.02616240861936e-07	1.36983067954213e-06	7.40641478646383	ILMN_1802377	BBS9	up
BBX	-2.47436089908189	11.5373593814938	-6.95724424916249	1.02720688407443e-07	1.37027403759054e-06	7.40539339042884	ILMN_1789541	BBX	down
BCAN	-1.60468035822535	7.7662155049209	-6.95518499515787	1.032939551847e-07	1.37601282682332e-06	7.399805845542	ILMN_1658576	BCAN	down
BCAP31	-1.17119482592839	8.740432579277	-6.95236132996583	1.04085303849311e-07	1.38463686365515e-06	7.39214348811552	ILMN_2316918	BCAP31	down
BCAR1	-1.9415307102953	7.9937662991209	-6.95181325822017	1.04239615498972e-07	1.38573133637748e-06	7.39065613903455	ILMN_2369403	BCAR1	down
BCAS1	1.58470133182572	7.81226595729301	6.94748201539265	1.05467286347608e-07	1.39990850599578e-06	7.37890104703904	ILMN_1741165	BCAS1	up
BCAS4	2.03102205315561	7.98107186396109	6.94525218380614	1.06105031237067e-07	1.40567243861998e-06	7.3728485217317	ILMN_1729487	BCAS4	up
BCAT1	-1.22488254156816	9.2482133596321	-6.94419208637403	1.06409595988867e-07	1.40873708770946e-06	7.3699708854192	ILMN_1749410	BCAT1	down
BCL10	1.06423764207463	9.3760725534171	6.93412769216752	1.09345634869717e-07	1.43968010428054e-06	7.34264564001341	ILMN_1796179	BCL10	up
BCL2A1	1.28969213868395	10.3889645077229	6.9266944312748	1.11566757315764e-07	1.46491340868672e-06	7.32245773718433	ILMN_2177090	BCL2A1	up
BCL2L10	-1.69968575094748	8.53647738970655	-6.92076761058619	1.13370498833649e-07	1.48656776793734e-06	7.30635733747642	ILMN_2131447	BCL2L10	down
BCL2L13	-2.04085305083556	9.06486301898309	-6.9189634484042	1.13925420798847e-07	1.49035210665712e-06	7.30145560120101	ILMN_1760849	BCL2L13	down
BCL2L2	-2.57776418930165	8.93679138255877	-6.91518466716582	1.15096639028094e-07	1.50305427586179e-06	7.291187999513	ILMN_2159730	BCL2L2	down
BCL3	1.50012251376005	7.74739923595814	6.91188357561107	1.16129791007215e-07	1.51551740828683e-06	7.28221724113067	ILMN_1695763	BCL3	up
BCL7A	-2.22561836738649	8.70510377047895	-6.90494791497044	1.18331214905017e-07	1.54110985099045e-06	7.26336609238511	ILMN_2172497	BCL7A	down
BCL7C	1.69652520150942	8.13777267895036	6.90366918612072	1.18741689977673e-07	1.54436453577452e-06	7.25989000048366	ILMN_1800225	BCL7C	up
BCL9L	1.78649634533612	8.94955175801604	6.89879485323075	1.20319652099445e-07	1.56277436042196e-06	7.24663819885721	ILMN_1730998	BCL9L	up
BCR	-1.06209752593447	8.25085604084998	-6.88495112599135	1.249182387204e-07	1.61378592345575e-06	7.20898904694498	ILMN_1669046	BCR	down
BDH1	1.22363119295079	7.55389252357662	6.87931804944355	1.26840081872007e-07	1.63422358666439e-06	7.19366422359535	ILMN_2339835	BDH1	up
BDNF	1.93700019081569	9.18333849323036	6.8668095080331	1.31215563417879e-07	1.6860805463636e-06	7.15962392286567	ILMN_1704730	BDNF	up
BDP1	1.60822344146247	9.43943843051659	6.86620081121769	1.31432349276234e-07	1.68773876547238e-06	7.1579670604552	ILMN_1778977	BDP1	up
BEAN1	1.94817506153602	8.26878557340694	6.86049047708277	1.33483840284873e-07	1.71293872696452e-06	7.14242193071567	ILMN_1727360	BEAN1	up
BECN1	1.15031308974136	7.55094272055379	6.85286936501639	1.36272482308691e-07	1.74755831312666e-06	7.12167035893828	ILMN_1711994	BECN1	up
BEND2	1.00669033422458	8.99016023399294	6.84753389158007	1.38259875642321e-07	1.77068373359233e-06	7.10713912992329	ILMN_1670925	BEND2	up
BEND3	1.94602879710788	8.54261853033276	6.84709206431821	1.38425762304719e-07	1.771628718359e-06	7.10593568854292	ILMN_2339266	BEND3	up
BEND6	2.04267419722523	9.56218197639285	6.83976174008927	1.41207614432179e-07	1.80251353938505e-06	7.08596682219327	ILMN_1720829	BEND6	up
BEND7	1.29696543819256	8.78644067923571	6.83974570657828	1.41213760857417e-07	1.80251353938505e-06	7.08592313909634	ILMN_1767470	BEND7	up
BEST1	-1.08004244054289	8.73081946107916	-6.83753779609878	1.42062756290237e-07	1.81214799734681e-06	7.0799074866034	ILMN_2180371	BEST1	down
BEX2	2.05304934861282	10.6323580479747	6.82953471867159	1.45183749505545e-07	1.84340237986051e-06	7.05809857938505	ILMN_1688480	BEX2	up
BEX4	1.58442140912062	8.48659421516118	6.82368412802486	1.47509237669204e-07	1.87045991813105e-06	7.04215158215438	ILMN_1789502	BEX4	up
BFAR	1.34341615471944	7.98429043071574	6.81772510229278	1.49916658324513e-07	1.89848376532609e-06	7.02590577026594	ILMN_1675483	BFAR	up
BFSP1	-2.34654610462164	9.45821689022074	-6.81422557365523	1.513489787983e-07	1.91536115537112e-06	7.01636364342501	ILMN_2120210	BFSP1	down
BHLHA15	-1.58129540181419	8.68744547821792	-6.8100926904027	1.53058403685686e-07	1.93317889251337e-06	7.00509310377068	ILMN_1748434	BHLHA15	down
BHLHE40	-1.27508445904371	8.17123137259727	-6.8048937763052	1.55236583710658e-07	1.95472821633271e-06	6.99091322649544	ILMN_1758943	BHLHE40	down
BHMT	-1.01293903084768	9.34838243626074	-6.80439922279403	1.55445415827489e-07	1.95562329552491e-06	6.98956421795752	ILMN_1768271	BHMT	down
BICD2	1.50081113114752	8.6752729961783	6.79637170067481	1.58875257385223e-07	1.99335376289848e-06	6.96766417231957	ILMN_1749403	BICD2	up
BICDL2	1.18249730890671	9.32362696356353	6.79616956507342	1.5896260513029e-07	1.99335376289848e-06	6.96711264605077	ILMN_1749297	BICDL2	up
BICRA	1.18232768382791	8.31673724623584	6.79536271334476	1.59311750759285e-07	1.99643051309811e-06	6.96491111681797	ILMN_2150258	BICRA	up
BICRAL	1.11096568045962	7.71022749104949	6.79444159147908	1.59711294427014e-07	2.00013441380081e-06	6.96239772402169	ILMN_1742618	BICRAL	up
BID	-1.99371040739509	9.79221950518433	-6.79388997370515	1.59951048971756e-07	2.00183368771679e-06	6.96089253092044	ILMN_2081087	BID	down
BIK	1.41299453454078	7.84811292777295	6.793478005254	1.60130344436932e-07	2.00277458100704e-06	6.95976837922191	ILMN_2354269	BIK	up
BIRC2	-1.36038941799105	9.13331512960621	-6.78276678893303	1.64864239768786e-07	2.05530039934696e-06	6.93053491099573	ILMN_1739521	BIRC2	down
BIRC3	1.64149220396451	8.28875097587883	6.78163695710772	1.65371776490606e-07	2.06029241746975e-06	6.92745072208637	ILMN_1778561	BIRC3	up
BIRC5	-1.86933482130006	8.27362967886438	-6.77983516055681	1.66184448214379e-07	2.06907705233126e-06	6.92253197980216	ILMN_1813581	BIRC5	down
BIRC8	-1.69048692556619	7.66808290661175	-6.7714743716253	1.70008747857069e-07	2.11258932414637e-06	6.89970393275772	ILMN_1713422	BIRC8	down
BLCAP	1.09613653854778	8.66080510440999	6.76845814659179	1.71410187270883e-07	2.12725571764046e-06	6.8914669722228	ILMN_1731353	BLCAP	up
BLOC1S2	-1.3241671332648	7.11716199972799	-6.76544336877588	1.72822655636365e-07	2.1351423274381e-06	6.88323314429144	ILMN_2171471	BLOC1S2	down
BMF	1.22938943951734	8.05553844821075	6.74940528408673	1.80537483202638e-07	2.22047252358436e-06	6.83941690970209	ILMN_1666932	BMF	up
BMP1	1.11550737000619	11.9402231976104	6.74832650136196	1.81068771990733e-07	2.22558396039217e-06	6.83646883585376	ILMN_2096116	BMP1	up
BMP15	1.37081633349582	8.15005552642033	6.74635660373344	1.82043016912156e-07	2.2330273943494e-06	6.83108527456842	ILMN_1680652	BMP15	up
BMP8B	-2.93399118304945	10.02237454594	-6.73307231983063	1.88753158782442e-07	2.30384248879382e-06	6.79477144300302	ILMN_1725417	BMP8B	down
BMPR1A	1.72719817081505	8.75056360345421	6.73134628153413	1.89643221609034e-07	2.31323843428749e-06	6.79005200554772	ILMN_1678423	BMPR1A	up
BMPR1B	2.30240892745045	9.66163829224782	6.73081015353967	1.89920550441995e-07	2.31515317382904e-06	6.78858603850353	ILMN_1676449	BMPR1B	up
BMPR2	-2.23820415346161	9.58690907194092	-6.73003262770698	1.90323480126559e-07	2.3185956071656e-06	6.78645995760198	ILMN_1794803	BMPR2	down
BMS1	-1.6847762736427	8.78917492779797	-6.72881763644598	1.90954848377482e-07	2.32481485024636e-06	6.78313755607527	ILMN_1720482	BMS1	down
BMS1P1	2.0767922328548	8.45918989069898	6.72765025671107	1.91563474531294e-07	2.33074952313976e-06	6.77994522556651	ILMN_1684571	BMS1P1	up
BMS1P2	-2.1335810786237	8.45210014564984	-6.72553313153885	1.92672280330869e-07	2.34275852366915e-06	6.77415540254819	ILMN_1684461	BMS1P2	down
BMX	1.16589795818931	9.47783033229408	6.72035388968516	1.95412308336877e-07	2.37008270061045e-06	6.75998976639386	ILMN_1749213	BMX	up
BNIPL	-1.52285348996794	7.67663296270213	-6.70250351405961	2.05162080806116e-07	2.47739974035559e-06	6.71114950807255	ILMN_2096623	BNIPL	down
BOC	-1.06730703857779	10.0954891525553	-6.70182283837611	2.05543466896729e-07	2.48044801080645e-06	6.70928656498335	ILMN_1803256	BOC	down
BOD1	1.1652814781555	10.2426220471173	6.70139922794732	2.05781180527222e-07	2.48175974208253e-06	6.70812716405839	ILMN_2129234	BOD1	up
BOK	1.3056962337141	10.248751431212	6.69936991116111	2.06923822813897e-07	2.49241493778843e-06	6.70257280661994	ILMN_1652631	BOK	up
BOLL	2.34928345454261	11.1816149808837	6.68907492576458	2.12820391003872e-07	2.55703500396657e-06	6.67438931359359	ILMN_1805750	BOLL	up
BOP1	-2.73594912688429	8.68025975790223	-6.68507685704796	2.15155965975404e-07	2.5834832468807e-06	6.66344174323627	ILMN_1778595	BOP1	down
BORCS5	-1.04607718837618	9.39781168865403	-6.67959252967278	2.18402080289572e-07	2.61856298070813e-06	6.64842222801893	ILMN_1791147	BORCS5	down
BPIFA1	-2.49648685076848	8.17188658237803	-6.6690431576659	2.24786327765685e-07	2.68404084475525e-06	6.61952416407861	ILMN_2387712	BPIFA1	down
BPIFA2	-1.1426970739201	9.2072059367734	-6.66869714522306	2.24998899406711e-07	2.68491242493021e-06	6.61857616458903	ILMN_1703891	BPIFA2	down
BPIFA3	1.43690519666254	7.55616630859965	6.66394805531682	2.27937149079882e-07	2.71806839684947e-06	6.60556364490031	ILMN_1772074	BPIFA3	up
BRAF	1.20123662331353	8.49366110894388	6.63015415316277	2.49998941614326e-07	2.96301887917016e-06	6.51291280441962	ILMN_2309848	BRAF	up
BRCC3	-1.37952549344014	8.04426520245971	-6.62056162151412	2.56646812661271e-07	3.03246811323846e-06	6.48659593424471	ILMN_1698885	BRCC3	down
BRD1	-1.01309525689782	7.62407340191535	-6.61637180700019	2.59606366767392e-07	3.06555437147793e-06	6.47509886705713	ILMN_1693985	BRD1	down
BRD2	1.74502802760722	8.18063820815967	6.61428516757855	2.61093171776043e-07	3.08121978667728e-06	6.4693724744789	ILMN_1677198	BRD2	up
BRD9	-1.90265375133944	8.50106844731063	-6.60240881504663	2.69721220643966e-07	3.17136760409984e-06	6.43677314642485	ILMN_1904578	BRD9	down
BRDT	1.3893745456702	9.28109808593583	6.6020846793467	2.69960707061424e-07	3.17224444779081e-06	6.43588326433684	ILMN_1728049	BRDT	up
BRF1	1.05599178174673	8.84416158763452	6.60061056470293	2.71052570110362e-07	3.17774179515609e-06	6.43183612065144	ILMN_1698243	BRF1	up
BRF2	-1.40623003835054	7.45095069317161	-6.60044601771752	2.7117472562589e-07	3.17774179515609e-06	6.43138435000556	ILMN_1796497	BRF2	down
BRI3BP	-1.45079176695737	8.15664442787309	-6.60033856726109	2.71254524207023e-07	3.17774179515609e-06	6.43108933906552	ILMN_1715927	BRI3BP	down
BRINP1	1.80689689495806	8.03877417802906	6.59547973444651	2.74887916092886e-07	3.2163892664007e-06	6.41774815903702	ILMN_1792679	BRINP1	up
BRINP3	1.30537803295476	8.05177892324033	6.58510801571457	2.82809536651909e-07	3.30505725822365e-06	6.38926342461494	ILMN_1652065	BRINP3	up
BRIP1	1.31588508559393	10.0111529960644	6.58418814526838	2.83523170710232e-07	3.31138537448817e-06	6.3867366798289	ILMN_1660021	BRIP1	up
BRK1	2.6875022590582	8.39080161213123	6.58139378352685	2.85702233378755e-07	3.33278845438067e-06	6.37906056662106	ILMN_1757660	BRK1	up
BRMS1	1.28882328462755	10.2155362131848	6.57986734315746	2.86899715073591e-07	3.34472904191248e-06	6.37486716446204	ILMN_1812995	BRMS1	up
BRMS1L	1.06939647283417	8.10091093443784	6.57930000988679	2.87346078180162e-07	3.34790379156487e-06	6.37330855092636	ILMN_1715203	BRMS1L	up
BRSK1	1.05223684984372	10.6441162062338	6.57485305718928	2.90869267824823e-07	3.3757769267167e-06	6.36109069404049	ILMN_1733248	BRSK1	up
BRSK2	1.7004532510816	7.73655026829432	6.57477490007088	2.90931578935636e-07	3.3757769267167e-06	6.36087594550511	ILMN_1757837	BRSK2	up
BSN	1.19955572588295	7.81618312426129	6.56942616624396	2.95228147139372e-07	3.41697270660226e-06	6.34617830758917	ILMN_1768506	BSN	up
BSND	-1.22039440832723	7.46830244993981	-6.56905560121957	2.95528185879532e-07	3.41838856499019e-06	6.34515995609549	ILMN_1806242	BSND	down
BST1	1.54457008955315	8.31184909530208	6.56864746905141	2.95858999183046e-07	3.4201584785367e-06	6.344038353261	ILMN_1805543	BST1	up
BTAF1	-2.40458027210208	8.84636622743781	-6.56782614034585	2.96525867484151e-07	3.4216986124326e-06	6.3417811890544	ILMN_1812297	BTAF1	down
BTBD1	-1.17933659068882	7.55973960967071	-6.56260913217083	3.00797433790177e-07	3.4689085350047e-06	6.32744260303673	ILMN_1717803	BTBD1	down
BTBD11	-1.1604421946514	7.60910754924854	-6.56048761053778	3.02552254135261e-07	3.48496716200352e-06	6.32161111791855	ILMN_1711514	BTBD11	down
BTBD16	-1.13279694000424	9.44110379931732	-6.55911390022542	3.03694045196111e-07	3.4960255256687e-06	6.31783496857599	ILMN_1789558	BTBD16	down
BTBD6	1.50952742849342	7.27993504318423	6.55249026731796	3.09260955219225e-07	3.55160819975941e-06	6.29962533670152	ILMN_1807277	BTBD6	up
BTBD8	-1.05171720563349	11.4793719708145	-6.54963549614524	3.11692029328927e-07	3.57525812532572e-06	6.29177593763051	ILMN_1752579	BTBD8	down
BTD	2.33884040646682	9.34063405039427	6.5455037030562	3.15244896636714e-07	3.60927971955222e-06	6.28041411736255	ILMN_1662587	BTD	up
BTN2A1	2.26092111309167	9.32727208630265	6.53119744234474	3.27866409748038e-07	3.73185695734513e-06	6.24106348485791	ILMN_1801616	BTN2A1	up
BTN2A2	1.18202337310173	8.63203041538653	6.53040804707046	3.28577551266356e-07	3.73773966656394e-06	6.23889170966946	ILMN_1803988	BTN2A2	up
BTNL9	2.20729419203745	10.0022536567698	6.52202918715777	3.3622271906239e-07	3.80751143082182e-06	6.21583684708676	ILMN_1782050	BTNL9	up
BUB1	-1.83708896824593	10.0787801911281	-6.52073122369175	3.37423028445589e-07	3.81766854042268e-06	6.21226493816572	ILMN_2316236	BUB1	down
BUD13	-1.14074094614261	7.720821979851	-6.51776869524811	3.4017893812089e-07	3.84244395401846e-06	6.20411176038893	ILMN_1768958	BUD13	down
BVES-AS1	-1.62367320958332	8.8687975509519	-6.51336371169585	3.44318878017679e-07	3.88009252346108e-06	6.1919875247165	ILMN_1789505	BVES-AS1	down
C10orf120	1.01851703461533	7.88565320969838	6.50033283753128	3.56866679319849e-07	4.00740656357071e-06	6.15611257644576	ILMN_2367681	C10orf120	up
C10orf143	1.10667939592261	9.94921374446204	6.49859051704454	3.5857912419543e-07	4.02428706710811e-06	6.15131483771055	ILMN_2222234	C10orf143	up
C10orf55	1.09737259978585	8.76786242690099	6.4966668093941	3.60479506752324e-07	4.03854618048206e-06	6.14601734855649	ILMN_1655990	C10orf55	up
C10orf62	1.00537909410658	8.21754866286489	6.4949735262791	3.62160690702992e-07	4.05501923536831e-06	6.14135416288981	ILMN_2373062	C10orf62	up
C10orf82	1.22407965402362	8.01314271208842	6.48879930385567	3.68358288548874e-07	4.1155530509379e-06	6.12434889725172	ILMN_1814315	C10orf82	up
C10orf88	1.26186392685625	8.10073965799106	6.48873551947186	3.6842287137217e-07	4.1155530509379e-06	6.12417320463202	ILMN_1656920	C10orf88	up
C10orf91	1.86596895229078	10.8094137736935	6.48756853137498	3.69606492038852e-07	4.12398519771425e-06	6.12095870732508	ILMN_2396444	C10orf91	up
C11orf24	2.0871498796749	7.81385886720158	6.47778267958376	3.79684460566339e-07	4.22418177180688e-06	6.09399921413572	ILMN_1654570	C11orf24	up
C11orf42	-1.39876012768598	10.0528429687429	-6.47246768985769	3.85274165489136e-07	4.28141758945639e-06	6.07935362698609	ILMN_1739942	C11orf42	down
C11orf53	1.10865541029243	7.8125267396943	6.46760580940637	3.90460235850512e-07	4.33154157832782e-06	6.06595470503162	ILMN_1763891	C11orf53	up
C11orf88	-2.2590930551793	10.0395903619158	-6.45601165979034	4.03114365512749e-07	4.45138228186179e-06	6.03399498419956	ILMN_1794552	C11orf88	down
C11orf91	-1.01237259309229	9.6468738256584	-6.45389506894549	4.05468863148379e-07	4.47481299570983e-06	6.02815942216563	ILMN_1715384	C11orf91	down
C11orf94	1.98305061642422	9.79861117022498	6.45280718613786	4.06684432907098e-07	4.48565467396843e-06	6.02515993561957	ILMN_1714567	C11orf94	up
C11orf95	1.58058788517434	9.05991916880707	6.45193350295731	4.07663330739378e-07	4.49387497427088e-06	6.0227509710292	ILMN_1659766	C11orf95	up
C11orf96	1.23531397800555	7.60646837885271	6.45116077066941	4.08531106737354e-07	4.50086160893456e-06	6.02062030559278	ILMN_1803956	C11orf96	up
C12orf29	-1.39316893467386	10.9822733536259	-6.44822518040383	4.11844834218934e-07	4.52958675302196e-06	6.01252555261123	ILMN_1743747	C12orf29	down
C12orf42	-1.20065581616315	7.75101649698601	-6.44418874729706	4.16445651618667e-07	4.57234506537481e-06	6.00139422074557	ILMN_1769961	C12orf42	down
C12orf50	1.42142082413819	8.57361731414414	6.43908998048894	4.22331740754817e-07	4.62640852230048e-06	5.98733153216332	ILMN_1691376	C12orf50	up
C12orf56	1.35613949358844	8.69491040687453	6.4367011178076	4.25118358766706e-07	4.65038652191187e-06	5.98074224552849	ILMN_1754894	C12orf56	up
C12orf57	-2.19345823805714	9.23261305680158	-6.4365921715783	4.25245887504834e-07	4.65038652191187e-06	5.98044172505131	ILMN_1802082	C12orf57	down
C12orf71	-1.98111139621466	7.98780823716502	-6.43248900085929	4.30077198343205e-07	4.69254962412359e-06	5.96912277555955	ILMN_1676998	C12orf71	down
C12orf76	2.71379311534107	7.92774317769537	6.43002940734828	4.32999843632989e-07	4.71908498137347e-06	5.96233717569841	ILMN_1759910	C12orf76	up
C14orf119	1.52481299406914	7.7955340558801	6.42769845389407	4.35788170155289e-07	4.74668661094427e-06	5.95590605799607	ILMN_2125763	C14orf119	up
C14orf132	1.08709663788908	8.42911649073367	6.4275003730277	4.36025953500651e-07	4.74668661094427e-06	5.95535953288607	ILMN_2376416	C14orf132	up
C14orf39	1.04841132364831	8.18238148266098	6.41874075690375	4.46673588162654e-07	4.84887874824877e-06	5.93118797068853	ILMN_1750674	C14orf39	up
C14orf93	1.34912353122855	10.939002041228	6.41817968285782	4.47364489327733e-07	4.85363977253709e-06	5.929639532564	ILMN_1753342	C14orf93	up
C15orf39	-1.42080296477365	8.30993887292556	-6.40666100910736	4.61789812254242e-07	5.00450074846344e-06	5.89784548524758	ILMN_1693471	C15orf39	down
C15orf56	-1.86343346193798	8.59105104368154	-6.39325041621091	4.7917838949808e-07	5.17394939720001e-06	5.86081715293488	ILMN_2412336	C15orf56	down
C15orf59	2.36114741208442	10.7172068651979	6.39315195587253	4.79308475036932e-07	5.17394939720001e-06	5.86054524342156	ILMN_1778668	C15orf59	up
C15orf62	-1.29064293582907	8.2379793299961	-6.39208640176688	4.80718568868192e-07	5.1833533580429e-06	5.8576025488562	ILMN_1710268	C15orf62	down
C16orf46	1.23574734210964	7.52824784662397	6.39152768967708	4.81459612438793e-07	5.18553029388164e-06	5.85605954519157	ILMN_1722798	C16orf46	up
C16orf71	-1.01489746322072	8.13243297145157	-6.38484659070833	4.90411052044084e-07	5.27013798721788e-06	5.83760651260676	ILMN_1704398	C16orf71	down
C16orf72	1.07255391218599	8.8023109358131	6.38403132890688	4.9151481185121e-07	5.27905020701836e-06	5.83535455996076	ILMN_1658926	C16orf72	up
C16orf78	1.56101985889966	10.1178308758115	6.38166757004477	4.94729258644822e-07	5.30764752888555e-06	5.82882501030295	ILMN_1810852	C16orf78	up
C16orf82	2.06432562255107	8.62374146275216	6.3812881411217	4.95247215740833e-07	5.310242721288e-06	5.82777685430726	ILMN_1781626	C16orf82	up
C16orf86	1.25273847880166	7.4485625269104	6.38036571386115	4.96508706004523e-07	5.3208030466312e-06	5.82522864595384	ILMN_1689004	C16orf86	up
C16orf87	-1.53248894581666	9.9895685738313	-6.37837021502918	4.9924883272091e-07	5.34718850012217e-06	5.81971586587515	ILMN_1768812	C16orf87	down
C17orf100	1.1302388365766	9.24989610249924	6.36980640922054	5.11182956470554e-07	5.45677877395537e-06	5.7960542112854	ILMN_1796245	C17orf100	up
C17orf58	1.29006844918001	8.80458703618799	6.35318038547116	5.35182290809353e-07	5.68771632376172e-06	5.75010197120982	ILMN_1662932	C17orf58	up
C17orf67	-1.09652844006215	7.52304727728462	-6.35261544676464	5.36017487202208e-07	5.6903048475837e-06	5.74854021049841	ILMN_1763344	C17orf67	down
C17orf75	1.26229677538372	8.40473650082984	6.35182925319729	5.37181976560826e-07	5.69952151192722e-06	5.74636675842322	ILMN_1674050	C17orf75	up
C17orf78	-1.84856141522906	8.97882525249385	-6.35014516782338	5.39685014045576e-07	5.71976910753758e-06	5.74171091633826	ILMN_1861270	C17orf78	down
C17orf99	1.70804080729465	7.56398333385828	6.34541276850095	5.46782029727343e-07	5.77906545265669e-06	5.72862661127719	ILMN_2212878	C17orf99	up
C18orf21	1.09029616657594	7.37366010341024	6.33997634110896	5.55051388625713e-07	5.86002662546884e-06	5.71359386326804	ILMN_1710514	C18orf21	up
C18orf25	1.2120628064786	9.9927066759167	6.33826839963006	5.57675351913001e-07	5.88449976379511e-06	5.70887065994594	ILMN_1730487	C18orf25	up
C18orf54	1.47691125232358	8.67837282385447	6.33797181799201	5.58132275588191e-07	5.88607248797612e-06	5.70805046177165	ILMN_1684554	C18orf54	up
C19orf25	1.61747402904215	7.93039542348466	6.33065842695818	5.69520048806895e-07	5.98951371704346e-06	5.68782331878725	ILMN_1760503	C19orf25	up
C19orf47	1.16512909361714	11.3577164154555	6.32511981666697	5.78300344523504e-07	6.06884093139887e-06	5.67250236163594	ILMN_2326713	C19orf47	up
C19orf48	1.066776890096	8.62790777553004	6.32249643206156	5.82506794703006e-07	6.10781019435492e-06	5.66524479722055	ILMN_1794017	C19orf48	up
C19orf57	-2.39089623666426	8.09019852559246	-6.31907444491352	5.88040278129733e-07	6.15761719657242e-06	5.65577720214993	ILMN_2136147	C19orf57	down
C19orf70	-2.26010388691655	9.23668885500197	-6.31662448040754	5.9203457255464e-07	6.19270094489454e-06	5.64899840784976	ILMN_2403237	C19orf70	down
C1D	1.11550758397552	8.04797457556486	6.30787866987993	6.06518300354744e-07	6.33730908507542e-06	5.62479635112541	ILMN_1805192	C1D	up
C1GALT1	-1.97280991440537	8.67041422373901	-6.30634127584684	6.0910110891833e-07	6.36084089639142e-06	5.62054142629666	ILMN_1756755	C1GALT1	down
C1QC	1.37759343540944	7.76499750186603	6.29890679129974	6.21748702938426e-07	6.47534274484221e-06	5.59996334578908	ILMN_1724994	C1QC	up
C1QL3	1.86719208601728	8.0548877497855	6.29449943887352	6.29371494295681e-07	6.54410273744417e-06	5.58776238699308	ILMN_1692056	C1QL3	up
C1QL4	-1.31920443789102	9.49864103054134	-6.29422643156341	6.29846772125606e-07	6.54550648763271e-06	5.58700657296912	ILMN_1733851	C1QL4	down
C1QTNF2	1.20420619171456	7.54847905514115	6.29251522675089	6.32834077599008e-07	6.56590955593016e-06	5.58226903149184	ILMN_1813206	C1QTNF2	up
C1QTNF7	1.31844691379609	8.66748523569152	6.28626362390237	6.43869933239207e-07	6.66602908277146e-06	5.56495955648027	ILMN_1659688	C1QTNF7	up
C1QTNF8	-1.43275162765738	9.00342228435724	-6.28575412764578	6.44777864721583e-07	6.67183808810348e-06	5.56354874610031	ILMN_1695404	C1QTNF8	down
C1orf105	-1.85908153795628	8.61086998211792	-6.2699107718482	6.73666032491163e-07	6.94460868220794e-06	5.51966949306949	ILMN_1807925	C1orf105	down
C1orf109	-1.29915068882151	9.85521692311891	-6.26883708488356	6.75670431661903e-07	6.96154066601412e-06	5.51669524918289	ILMN_1687768	C1orf109	down
C1orf122	1.5487493883058	8.50833108788043	6.26566684931089	6.81623979742376e-07	7.00786684891734e-06	5.50791287198922	ILMN_1719695	C1orf122	up
C1orf131	1.47375388833494	8.52071447910779	6.26130038477491	6.89910867446471e-07	7.08171048356474e-06	5.49581556114432	ILMN_1775330	C1orf131	up
C1orf140	-2.52459537435277	10.2817277329999	-6.26080992709591	6.90848018171385e-07	7.08754798802387e-06	5.49445666866451	ILMN_2047511	C1orf140	down
C1orf162	2.36655824136017	9.06297044885664	6.25200079627343	7.07900949724875e-07	7.2393315624177e-06	5.47004690238947	ILMN_2336781	C1orf162	up
C1orf198	-1.12228309420665	7.57622372943197	-6.24261247027315	7.26543591534536e-07	7.41421354204686e-06	5.44402673051056	ILMN_1721027	C1orf198	down
C1orf210	-1.61434598292389	9.37555209573508	-6.2410433762055	7.2970741192873e-07	7.43860719441497e-06	5.43967736713812	ILMN_1706969	C1orf210	down
C1orf43	2.94129690575853	11.4714476862807	6.23346355940865	7.45187992160662e-07	7.57233820243132e-06	5.41866471677194	ILMN_1697176	C1orf43	up
