	logFC	AveExpr	t	P.Value	adj.P.Val	B	probe_id	symbol	change
DMTN	1.26462869110762	9.74839533523762	4.10134939560806	0.000291213620462318	0.00130002082309168	-0.499518179130568	ILMN_1810100	DMTN	up
DMWD	1.36963461880438	8.82563437198807	4.10134910266282	0.000291213855619777	0.00130002082309168	-0.499518968211206	ILMN_1808789	DMWD	up
DNAH1	1.06715895368839	9.62358398612842	4.09582575629842	0.000295680992602417	0.00131751669532085	-0.51439396306941	ILMN_1760347	DNAH1	up
DNAH3	1.07584938850192	11.1881546590837	4.09258304586891	0.000298334927291749	0.0013274972614814	-0.523124374570289	ILMN_1747683	DNAH3	up
DNAJA3	-1.29732018422584	9.25507890032398	-4.08704363451677	0.000302922826294294	0.00134480117392039	-0.538033812692695	ILMN_1697433	DNAJA3	down
DNAJC19	-1.51039040333798	7.90384389283366	-4.0780675401151	0.000310504734858375	0.00137086735821338	-0.562181230563424	ILMN_1752843	DNAJC19	down
DNAJC22	1.39622646971733	7.62504609906065	4.07633346869757	0.000311990815681056	0.00137648058037633	-0.566844507097065	ILMN_1776967	DNAJC22	up
DNAJC25	1.63057259763148	9.54095349226593	4.07583676193396	0.000312417774408512	0.00137773230365019	-0.568180151954103	ILMN_2350634	DNAJC25	up
DNAJC8	-1.43330230476522	8.17617938489899	-4.0694623337767	0.000317948331256191	0.00139827482854232	-0.585316938076281	ILMN_2082865	DNAJC8	down
DND1	1.00735674475167	10.8072636127418	4.06316779320729	0.00032350393990749	0.00141913837812097	-0.602231540599132	ILMN_1656837	DND1	up
DNPEP	1.12493080068007	8.13249409553027	4.05500347025691	0.000330852097517056	0.00144675402315028	-0.624159542447658	ILMN_1670899	DNPEP	up
DOCK9	1.01190932925617	9.29472573912545	4.04420764336317	0.000340820909427134	0.00148460847231439	-0.653135996304213	ILMN_1653292	DOCK9	up
DOLPP1	1.56152003445945	7.5819654273711	4.03716219723348	0.000347485092266266	0.0015102176310063	-0.672034301570725	ILMN_2393765	DOLPP1	up
DOPEY1	-1.40133104641765	9.60034515622596	-4.03665719283737	0.000347967652669249	0.00151163183530842	-0.673388531510329	ILMN_1754103	DOPEY1	down
DPF2	1.06671419655477	8.09746862684866	4.03210612565713	0.000352346244847343	0.00152754842593723	-0.685590552109168	ILMN_1709747	DPF2	up
DPH2	1.31704144293739	8.42295020967508	4.03138014087957	0.000353049701212682	0.0015299085497921	-0.687536645452529	ILMN_2374865	DPH2	up
DPP10	2.10141407457453	10.0109575681276	4.02828083683108	0.000356068368516994	0.00153986761168905	-0.695843573853373	ILMN_1708934	DPP10	up
DPRXP4	-1.43551016912198	7.82900827816192	-4.02454536557387	0.000359740337319901	0.001551909649851	-0.705853121063568	ILMN_1801302	DPRXP4	down
DPY19L1	1.78784021744971	8.69893610139984	4.02384661179472	0.000360431327478246	0.00155419345782818	-0.70772519690692	ILMN_1721540	DPY19L1	up
DPY19L2	-1.02537853101476	7.84649369443083	-4.02311842500963	0.000361152809881455	0.00155695550221418	-0.709676027570266	ILMN_2058468	DPY19L2	down
DPYS	-1.12648689665179	10.8369157987455	-4.02119251249458	0.000363067830078614	0.00156275962841625	-0.714835098002848	ILMN_2351466	DPYS	down
DRAM2	1.12075567428658	11.7354687606156	4.01493610996954	0.000369357881153956	0.00158663872306331	-0.73158954446514	ILMN_1687384	DRAM2	up
DRAP1	-1.15014446207139	7.99395507839077	-4.01438761200745	0.000369914400874535	0.00158867457361522	-0.733058039187189	ILMN_1699254	DRAP1	down
DRICH1	-1.0119492567129	7.92415954474524	-4.00830425409679	0.000376142168545293	0.00161074593814275	-0.749341060788323	ILMN_2172318	DRICH1	down
DSE	-1.84275532945241	7.63704628275563	-4.00327415552859	0.000381369281301611	0.00162863484012812	-0.762799361022409	ILMN_1780255	DSE	down
DSEL	-2.538886067067	9.69062684131382	-4.00322544035844	0.000381420251340049	0.00162863484012812	-0.76292967659684	ILMN_1667381	DSEL	down
DTD2	-1.07439966196253	9.3644179121822	-3.99256995798164	0.000392731045513738	0.00167247606630557	-0.791422290061763	ILMN_1684959	DTD2	down
DUBR	-1.5522194743842	7.53388152553183	-3.98520435470655	0.000400741281382171	0.00170131522592528	-0.811104530942151	ILMN_1725746	DUBR	down
DUPD1	-1.78310741777282	10.9424498713828	-3.98358429721074	0.000402524505361418	0.00170700206903268	-0.815432155717689	ILMN_1664464	DUPD1	down
DUS3L	-1.41714077752464	8.53583993420966	-3.98252140099042	0.000403698677756954	0.00171084991525287	-0.818271159552772	ILMN_2316878	DUS3L	down
DUSP16	1.03968003234239	8.22388480611499	3.98059011484553	0.000405840754969015	0.00171652435413016	-0.82342905459817	ILMN_1743199	DUSP16	up
DUSP18	1.14527972957661	9.76232689263368	3.98037041442309	0.000406085139627387	0.00171718042336171	-0.824015761713182	ILMN_1670926	DUSP18	up
DUSP5	1.40878240665899	9.79611380472101	3.97516780968124	0.000411914629494031	0.00173762934494456	-0.837906387355099	ILMN_1662358	DUSP5	up
DYNAP	1.52155401458869	7.92096445794265	3.96673144866193	0.000421542365699211	0.00177125140816733	-0.860419211609326	ILMN_1696466	DYNAP	up
DYNLL2	-1.13378655692641	9.80912778705109	-3.96239710109363	0.000426574238968909	0.00178887771109787	-0.871979948390246	ILMN_1773650	DYNLL2	down
DZANK1	1.03433060609319	8.54546767781109	3.95291472537831	0.000437788771542495	0.0018311165056298	-0.89725818247787	ILMN_2138589	DZANK1	up
DZIP1L	1.25424292487204	9.3029931218721	3.95185816795126	0.000439056080570009	0.0018356189449782	-0.900073612010512	ILMN_1704154	DZIP1L	up
E2F1	1.1086166835028	8.13220183408959	3.94796014949422	0.000443762809232952	0.00185449085344451	-0.910458728166016	ILMN_1800317	E2F1	up
E2F2	-1.10881484731148	8.65648084721147	-3.94724715098175	0.00044462906396609	0.00185742535285958	-0.912357958698542	ILMN_1726388	E2F2	down
E4F1	-1.08132115853663	10.7098606553559	-3.94397448791134	0.000448626475015767	0.00187156340780813	-0.921074062754607	ILMN_1911042	E4F1	down
EAPP	1.07338733158865	9.58366200208264	3.94271785669627	0.000450170731112614	0.00187678460851371	-0.924420260481832	ILMN_1732410	EAPP	up
EBF2	1.08267955037122	8.20057241311355	3.94065004049031	0.000452723183198949	0.00188579106799805	-0.929925786134787	ILMN_1657129	EBF2	up
EDC3	1.0232633265914	10.379626866418	3.92395820959528	0.000473852811673025	0.0019610655519239	-0.974334442900604	ILMN_1796734	EDC3	up
EEF1A2	-1.00402864291434	7.4428691051039	-3.90685396862608	0.000496505672497846	0.00204688879472108	-1.01977861827447	ILMN_2310001	EEF1A2	down
EFCAB13	1.06228505620707	7.34048494951298	3.8976462661195	0.000509135819402588	0.00209178484024523	-1.04421632218232	ILMN_1808117	EFCAB13	up
EFCC1	-1.80473908150816	8.59571701014889	-3.89390371712277	0.000514358846603166	0.00210963897084403	-1.05414394677665	ILMN_1794742	EFCC1	down
EFHC2	1.21677880338466	9.04471920290544	3.8904011630467	0.000519294415569869	0.00212761392500575	-1.06343216960764	ILMN_1670490	EFHC2	up
EFNA3	1.44546838166066	7.39591627488245	3.88729584111204	0.00052370896271871	0.00214296226480687	-1.07166473849469	ILMN_2192072	EFNA3	up
EGFL6	1.03430451303418	8.18242896486536	3.88044098817381	0.000533584245550493	0.00217763459038534	-1.08983021024943	ILMN_2054019	EGFL6	up
EGFL8	1.56287874721872	9.69716555848813	3.88018291793207	0.000533959564579769	0.00217815428247773	-1.09051389727994	ILMN_1716246	EGFL8	up
EHBP1	-1.18734221403415	8.15623987693238	-3.87542216040739	0.000540929773206409	0.00220265137963558	-1.10312357599392	ILMN_1837428	EHBP1	down
EIF4E3	-1.38624848023937	7.74728050842379	-3.84499541236869	0.00058762598593365	0.00236614849710453	-1.18359376385914	ILMN_1696615	EIF4E3	down
ELF5	1.42616236996686	8.59986651378643	3.83304261959756	0.000607028592025439	0.00243064154791868	-1.21514785545682	ILMN_1783149	ELF5	up
ELMO2	1.15453764051374	7.84356893857671	3.82650711234841	0.000617900727976027	0.00246903581290961	-1.23238693833198	ILMN_1714296	ELMO2	up
ELMO3	1.12277321578155	8.69332789901778	3.82632167030737	0.000618211978811102	0.00246976648482043	-1.232875944728	ILMN_1739496	ELMO3	up
ELOA2	1.07449102978073	8.58501548669979	3.82205773544762	0.000625411072296873	0.00249489991428923	-1.24411763284796	ILMN_1751028	ELOA2	up
ENDOV	-1.45045097182474	8.75300056412069	-3.78921881682975	0.000683666449645066	0.0026954309951573	-1.33055262715178	ILMN_1776516	ENDOV	down
ENOX2	1.32462032731212	8.89951282649127	3.77997456026765	0.000700999290817658	0.00275585987291406	-1.3548379311017	ILMN_1680618	ENOX2	up
ENPP5	-1.05174567569507	7.73647218781391	-3.77742748535698	0.000705849877696961	0.00277153056692769	-1.36152564525377	ILMN_2227011	ENPP5	down
ENTHD1	1.00214615705838	9.05018527895488	3.77604163858931	0.000708502788403838	0.00277967767443121	-1.36516372575699	ILMN_1740466	ENTHD1	up
ENTPD7	1.71063185767802	7.99319022284145	3.77348214521707	0.000713427991033703	0.00279477361696874	-1.37188159893109	ILMN_1695880	ENTPD7	up
EP300	-1.39874909400992	7.64149333409452	-3.77182800088963	0.000716628790826835	0.0028046940834883	-1.37622236467512	ILMN_1682298	EP300	down
EPB41L2	-1.30572885702799	7.57775348747198	-3.76757450451188	0.0007249238371049	0.00283368351162717	-1.38738122277631	ILMN_1694653	EPB41L2	down
EPB41L4B	1.47399395804	8.35662595468519	3.76626369296314	0.000727498967082388	0.00284087903589054	-1.3908191870505	ILMN_1729801	EPB41L4B	up
EPHA3	-1.58137239544756	11.0006812498381	-3.76157036859479	0.000736792506318416	0.00287017834174586	-1.40312526899701	ILMN_1791726	EPHA3	down
EPHA5	-1.0750072353239	11.7576584539148	-3.76106335090235	0.000737803384999199	0.00287295261413858	-1.40445436567902	ILMN_1714433	EPHA5	down
ERVMER34-1	1.1678633125988	7.84282374129917	3.71095182083	0.000844675566143632	0.00323332717116837	-1.53550050552502	ILMN_2346339	ERVMER34-1	up
ETFA	-1.05178634006773	9.70263846110725	-3.69656110612809	0.00087805789574625	0.00334197104918379	-1.57301568922974	ILMN_1808590	ETFA	down
FADS3	-1.00561853068307	7.48851688432717	-3.63843440124641	0.00102644655408586	0.0038220530225311	-1.72399320127655	ILMN_1795388	FADS3	down
FAM110D	-1.60977094681022	7.59544819402393	-3.62880519309518	0.0010532749933423	0.00390682564055776	-1.74891646976504	ILMN_2413323	FAM110D	down
FAM160A2	-1.1300564267752	12.4134102636155	-3.60069404469156	0.00113555180759779	0.0041757741485282	-1.82153060376421	ILMN_1672605	FAM160A2	down
FAM169B	-1.45705652606164	7.92666290020707	-3.5935838974744	0.00115733099196945	0.00424288526043919	-1.83986203458021	ILMN_1715189	FAM169B	down
FAM189A1	1.22009262967868	7.6092569339873	3.58118920303744	0.00119627021509013	0.00436318806550507	-1.87178406479195	ILMN_2161577	FAM189A1	up
FAM19A5	-1.22834937038668	8.17018409219798	-3.57415781435878	0.0012189219160561	0.00443235954201422	-1.88987374605848	ILMN_1802646	FAM19A5	down
FAM20B	1.00068933308706	8.16161922808447	3.56517123319636	0.00124847844511133	0.0045312700698418	-1.91297299316003	ILMN_2380237	FAM20B	up
FAM212B	-1.17708838790903	7.45738821977362	-3.56233068318368	0.00125796459148048	0.00456139620767552	-1.92026956393584	ILMN_1794638	FAM212B	down
FAM213A	1.11024554458883	7.4936384009942	3.56210183203252	0.00125873188449489	0.00456235488011513	-1.92085731676385	ILMN_1658376	FAM213A	up
FAM222B	1.0874715491932	10.5532971248007	3.55758057901018	0.0012739841074247	0.00460472722480674	-1.93246604208055	ILMN_1737314	FAM222B	up
FAM234A	1.05144104162696	8.72521128011105	3.55241447455356	0.00129163101594278	0.00466093744850904	-1.94572324313044	ILMN_1673769	FAM234A	up
FAM43A	-1.21032539781169	7.26593235937177	-3.54703248414623	0.00131026724863908	0.0047128460723301	-1.95952620593221	ILMN_1666090	FAM43A	down
FAM53A	-1.33075873542996	8.25808530947285	-3.53867792079349	0.00133971377745409	0.00480528327859535	-1.98093605849136	ILMN_1784300	FAM53A	down
FAM90A14P	-1.11964561571919	7.47410019374044	-3.51266498111454	0.00143556180727778	0.00510433769404721	-2.0474664837048	ILMN_2049672	FAM90A14P	down
FANCC	-1.01378476585554	7.53747310647608	-3.50261156683553	0.00147435575321632	0.0052220046527102	-2.07312496861589	ILMN_1683405	FANCC	down
FANCG	1.19813888677926	9.59591574835555	3.49767235393141	0.00149378480475449	0.00528590004784974	-2.08571976092073	ILMN_1682781	FANCG	up
FANCM	1.05290873155411	8.65423411650655	3.49714399031271	0.00149587779923711	0.0052904404019351	-2.08706663019873	ILMN_2052208	FANCM	up
FAT3	-1.09892638089743	8.20828090388132	-3.48837425214438	0.00153103423908995	0.00539395139617845	-2.10940949768859	ILMN_1801889	FAT3	down
FAT4	-1.15920536265261	7.61075314270632	-3.48782473824264	0.0015332635546856	0.00540081628601579	-2.11080872876946	ILMN_1761903	FAT4	down
FBN3	1.30616711777166	9.46670731803647	3.47809513151266	0.00157325918854435	0.0055255091748839	-2.13556802182982	ILMN_1689088	FBN3	up
FBXL5	1.3304467802781	8.36475958563869	3.46824850209389	0.00161476194701385	0.00565166681454849	-2.16059552576789	ILMN_1790529	FBXL5	up
FBXO15	-1.06396103371799	10.0437855181693	-3.46498398664286	0.00162875371261549	0.00569442137693051	-2.16888644766125	ILMN_1701558	FBXO15	down
FBXO32	-1.10362601054418	8.17220081000519	-3.4586811549225	0.00165609991933479	0.0057763804258067	-2.1848844614428	ILMN_1718687	FBXO32	down
FCGR3B	-1.52605940124536	9.14562090749312	-3.43606009935638	0.00175794589475535	0.00608636559242511	-2.24219957870671	ILMN_1718896	FCGR3B	down
FGF5	-1.00403607691401	8.61589346126075	-3.40634537751302	0.00190095090770959	0.00649497187579072	-2.31724148963215	ILMN_1664047	FGF5	down
FLJ37201	-1.08597097953932	8.08453155334792	-3.36647424276321	0.00211055567998113	0.00711258743169533	-2.41748302387485	ILMN_1892548	FLJ37201	down
FLNB	-1.08021116332858	7.97053213124229	-3.36198395898625	0.00213551089790641	0.00718410067018674	-2.42873937666044	ILMN_1658989	FLNB	down
FLVCR1-DT	1.089317912391	7.88672917482081	3.35630097244088	0.00216750220429526	0.00727645242614723	-2.44297598228845	ILMN_1699665	FLVCR1-DT	up
FMR1NB	-1.00154953790289	8.0282065898063	-3.34660641454324	0.0022231434525991	0.00744116712270685	-2.46723710393247	ILMN_2176592	FMR1NB	down
FNDC4	-1.29961698942458	7.87879972756621	-3.34335965123354	0.00224208339394959	0.00748896685448901	-2.47535522194989	ILMN_1687268	FNDC4	down
FOXD4	-1.25261619494745	7.6334156934191	-3.33374480054683	0.00229908641741553	0.00764216801890532	-2.49937501025018	ILMN_1672094	FOXD4	down
FOXD4L1	-1.06494123280781	7.89532470898325	-3.33280524906796	0.00230473085810972	0.00765960656299216	-2.50172051168061	ILMN_2163819	FOXD4L1	down
FPGS	-1.03192017933277	7.68204822096614	-3.31617042979288	0.00240690038519344	0.0079456213848603	-2.54319783798059	ILMN_2370624	FPGS	down
FRMD3	-1.26376883393261	10.2300950344013	-3.307722779763	0.00246043814469797	0.00809596102487344	-2.56422484032503	ILMN_1713529	FRMD3	down
FZD4	1.03567816654338	9.19216910348714	3.26653359723288	0.00273828674930484	0.00888107973522644	-2.66639203379952	ILMN_1801766	FZD4	up
GABRE	-1.99803019783862	7.9249593204117	-3.24829970216236	0.00287068181193645	0.00925298452110266	-2.71142817624071	ILMN_1705686	GABRE	down
GABRG2	-1.50525035157261	8.95967670076661	-3.24786705045502	0.00287389661793162	0.00926156397093863	-2.71249533894555	ILMN_1742544	GABRG2	down
GAGE2B	1.30225801281413	9.91104251443504	3.24023175765344	0.0029312014782267	0.00942255876256164	-2.73131714845092	ILMN_2074860	GAGE2B	up
GALE	1.56922274439457	9.91802383062436	3.23535126647315	0.00296840280098485	0.00952622560556298	-2.74333701911861	ILMN_1651958	GALE	up
GALNS	-1.15063756520664	7.42020678542738	-3.23449359693022	0.00297498691148821	0.00954098836768709	-2.74544842857942	ILMN_1683998	GALNS	down
GDF7	-1.40156992388085	7.40476154902721	-3.17893281344316	0.00343262523992875	0.0108033342793307	-2.88165089757044	ILMN_1712943	GDF7	down
GGT5	-1.3767617084074	7.6105443068859	-3.15722712575226	0.00362909089227517	0.0113326611045138	-2.93454651653499	ILMN_1760509	GGT5	down
GLIPR1L2	-1.51887238192717	8.89424086541239	-3.12824277857464	0.00390823389332343	0.0120420930917779	-3.00489840619382	ILMN_2061565	GLIPR1L2	down
GLMP	1.19499131298699	7.37273186144614	3.12387045174244	0.00395208134340982	0.0121645666285048	-3.01548281370766	ILMN_1689431	GLMP	up
GNAT2	1.08909167836661	7.30512608833568	3.10425997291428	0.00415457794784601	0.0126652078295984	-3.06286313564057	ILMN_1740996	GNAT2	up
GNB1	1.04523684601395	8.18687572368273	3.10399548625783	0.00415737544079681	0.0126677132867365	-3.06350111878225	ILMN_1774602	GNB1	up
GNG3	-1.04691259418884	7.42660489487473	-3.09958439178336	0.00420429727995643	0.0127863814193268	-3.07413728411025	ILMN_1800179	GNG3	down
GNG4	1.17283267766114	10.1116148584306	3.09940498805594	0.00420621627564503	0.0127901954281233	-3.0745697046062	ILMN_1696657	GNG4	up
GNPTG	1.06542532615536	8.7099211784772	3.08620261334213	0.00434974831286485	0.0131911963654845	-3.10635651187153	ILMN_1678191	GNPTG	up
GOLIM4	1.75781402763377	9.03375706456998	3.07269777981053	0.00450138621716319	0.0135931970601807	-3.1387993780128	ILMN_2184373	GOLIM4	up
GON4L	-1.05485555140712	9.25037491166517	-3.06965260107731	0.00453626707648363	0.0136856388775469	-3.14610471175052	ILMN_1712523	GON4L	down
GPR101	-1.6177586006554	7.45824237193711	-3.04568432379181	0.00481992584517616	0.0144103347152329	-3.20347278190765	ILMN_2185427	GPR101	down
GPR61	-1.13902887382682	7.426964732396	-3.0197622682152	0.0051456485590083	0.0152399341542956	-3.26525182341651	ILMN_2128931	GPR61	down
GRAMD2B	-1.92331945453651	8.60691712371079	-2.9988780764336	0.00542315501371073	0.0159632455767008	-3.31482080524284	ILMN_2327860	GRAMD2B	down
GRM8	1.54550230600955	9.6290697904268	2.97918043155134	0.00569785066176174	0.0166368936444519	-3.36140482645005	ILMN_1785272	GRM8	up
GSG1L	-1.51266339682699	7.94620697451271	-2.96802400190847	0.00585922806334712	0.0170537314308587	-3.38771587869472	ILMN_1673450	GSG1L	down
GSTA2	1.17289857922665	8.88283630278426	2.96201563019978	0.0059479222058599	0.0172857276857412	-3.40186372630506	ILMN_2307903	GSTA2	up
GSTM2P1	-1.28966205316016	7.97938777978561	-2.95987944122803	0.00597976119551616	0.0173572787621773	-3.40689003626615	ILMN_1690993	GSTM2P1	down
GTF2H2	1.65934347151351	9.25331203341984	2.94836342265208	0.00615419911458157	0.0178045080716034	-3.43395243084632	ILMN_1701308	GTF2H2	up
HAUS1	-1.57149910603905	10.7623495157973	-2.90137553595114	0.00691705284429906	0.0196712638250941	-3.54377082501406	ILMN_1776157	HAUS1	down
HCG9	-3.09698251321357	9.46538304470125	-2.88404361800814	0.00722032807680959	0.0204250339537514	-3.58403054359219	ILMN_1796678	HCG9	down
HCN1	-3.15180186410302	9.7591501627351	-2.88190195296331	0.00725866158758999	0.0205236523568158	-3.58899595313796	ILMN_2084825	HCN1	down
HILS1	1.089446257456	8.79077364193592	2.83182346386615	0.00821158401225898	0.0228230067995685	-3.70450524133562	ILMN_1726666	HILS1	up
HIST1H1B	1.37480864156478	8.91858877930684	2.82590430379939	0.00833168808411304	0.0231097339978839	-3.71808169468896	ILMN_1706643	HIST1H1B	up
HIST1H3H	-1.02053250065648	10.8009396509202	-2.81221372745486	0.00861583250320049	0.0237748033326014	-3.74942026207266	ILMN_1729453	HIST1H3H	down
